,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
2933,5345,5345,113141727,iAlexander13,Нотатки громадянина України,"Kyiv, Ukraine",96,530,21339,2010-02-10 21:05:25.000000,1566667258306482177,2022-09-05 05:59:16,0,"Another day of war against #ruZZian invaders has passed…
But our #Victory became a day closer! 🇺🇦

#StandWithUkraine #ArmUkraineNow #RussiaIsATerroristState","[{'text': 'ruZZian', 'indices': [27, 35]}, {'text': 'Victory', 'indices': [65, 73]}, {'text': 'StandWithUkraine', 'indices': [99, 116]}, {'text': 'ArmUkraineNow', 'indices': [117, 131]}, {'text': 'RussiaIsATerroristState', 'indices': [132, 156]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 14:32:01.438266,0.126,0.874,0.0,-0.4102
10543,22106,22106,1415443456235868162,LukeRaptorWill,Servitor of primordial dinosaur gods with ADHD that loves drawing🎨 gaming🎮 and writing✍️! Let’s be friends!,Raptor Nest,754,318,1764,2021-07-14 22:50:04.000000,1566780748392267777,2022-09-05 13:30:14,0,"Anyone who feels like watching me get destroyed harder than in #CSGO or #VALORANT don't miss out on a stream of #Galahad3093 in three hours!
https://t.co/5hTZmnwMry via 
@YouTube
#gaming #YouTube #Livestream #live #stream #war #mechgame #new #upcoming #WATCH #action #Online","[{'text': 'CSGO', 'indices': [63, 68]}, {'text': 'VALORANT', 'indices': [72, 81]}, {'text': 'Galahad3093', 'indices': [112, 124]}, {'text': 'gaming', 'indices': [179, 186]}, {'text': 'YouTube', 'indices': [187, 195]}, {'text': 'Livestream', 'indices': [196, 207]}, {'text': 'live', 'indices': [208, 213]}, {'text': 'stream', 'indices': [214, 221]}, {'text': 'war', 'indices': [222, 226]}, {'text': 'mechgame', 'indices': [227, 236]}, {'text': 'new', 'indices': [237, 241]}, {'text': 'upcoming', 'indices': [242, 251]}, {'text': 'WATCH', 'indices': [252, 258]}, {'text': 'action', 'indices': [259, 266]}, {'text': 'Online', 'indices': [267, 274]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-05 16:46:53.055801,0.156,0.761,0.083,-0.6649
13082,27320,27320,1498278879273885701,Kastero22,,,31,13,2759,2022-02-28 12:48:47.000000,1566810871900172289,2022-09-05 15:29:56,0,"@MoscowTimes The jounalist Ivan Safronov got sentenced to 22 years in prison, and these two actors get sanctioned? It seems like #Russian´s don´t like reports from real life, and fiction is not too popular either. 
What is left then out there?","[{'text': 'Russian', 'indices': [129, 137]}]",en,,0,False,0,0,,1566799746668400640,19527964,MoscowTimes,False,0,0,,2022-09-05 21:03:51.766488,0.147,0.749,0.104,-0.2714
5925,12086,12086,100482942,citizenyid,"Citizenship isn't a spectator sport.
Pull a tour of civic duty. 
Courage takes practice. 🌻                                               

American - Israeli","Jerusalem, Israel",11302,10283,165567,2009-12-30 12:15:18.000000,1566717704148582400,2022-09-05 09:19:43,0,"@alidsm79 @maysam21901 #RussiaIsATerroristState 

Go to bed with dogs, get up with fleas. https://t.co/nUS0TVn9eH","[{'text': 'RussiaIsATerroristState', 'indices': [23, 47]}]",en,,0,False,0,0,,1566709220417863680,1376409963732566016,alidsm79,False,0,0,,2022-09-05 14:31:36.490448,0.0,1.0,0.0,0.0
17414,36568,36568,1492258288372699140,aaron_evarts,"Husband, father, ex-Army, business owner, writer. Facts are Facts and my opinion is my own; and I know the difference between the two. #NAFO 🌊",United States ,4981,2634,11331,2022-02-11 22:06:45.000000,1566867147816566786,2022-09-05 19:13:33,1,Should the #USA lead the creation of a Pacific rim alliance? Similar in model to #NATO  the PRODD (Pac rim organization for defense &amp; development),"[{'text': 'USA', 'indices': [11, 15]}, {'text': 'NATO', 'indices': [81, 86]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:20.759467,0.0,0.865,0.135,0.3818
10852,22760,22760,2739722063,4b23cffe84c44c8,,Georgia ,687,50,2640,2014-08-11 08:03:09.000000,1566784819257810946,2022-09-05 13:46:25,0,"#Elon #ElonMusk #CNN #ABC #CBS #WashingtonDC #Harris  #BidenDestroysAmerica #Pelosi #Putin 
CAN IT HAPPEN 2U? https://t.co/cEESlBzntQ","[{'text': 'Elon', 'indices': [0, 5]}, {'text': 'ElonMusk', 'indices': [6, 15]}, {'text': 'CNN', 'indices': [16, 20]}, {'text': 'ABC', 'indices': [21, 25]}, {'text': 'CBS', 'indices': [26, 30]}, {'text': 'WashingtonDC', 'indices': [31, 44]}, {'text': 'Harris', 'indices': [45, 52]}, {'text': 'BidenDestroysAmerica', 'indices': [54, 75]}, {'text': 'Pelosi', 'indices': [76, 83]}, {'text': 'Putin', 'indices': [84, 90]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 17:31:03.631038,0.0,1.0,0.0,0.0
964,1599,1599,1399327083617259521,uasupport999,"Pro-Ukraine 🇺🇦 anti-nazi and against the murder of children, innocents and all other war crimes",Interwebs,344,5531,7364,2021-05-31 11:29:14.000000,1566606301282668544,2022-09-05 01:57:03,1,"🐈In Kharkiv, while extinguishing a large-scale fire, Ukrainian rescuers saved a kitten. Now it will be handed over to volunteers for the treatment of the leg.

#CatsOfTwitter #cats #Cat #Ukraine https://t.co/kXEEZHCWhr","[{'text': 'CatsOfTwitter', 'indices': [160, 174]}, {'text': 'cats', 'indices': [175, 180]}, {'text': 'Cat', 'indices': [181, 185]}, {'text': 'Ukraine', 'indices': [186, 194]}]",en,,10,False,0,0,,0,0,,False,0,0,,2022-09-05 07:08:32.798531,0.07,0.848,0.082,0.1027
3013,5524,5524,481489755,BaldwinRE,"Prof Int'l Econ, Geneva Graduate Institute; Founder & Editor-in-Chief @VoxEU; Books: The Globotics Upheaval (2019), The Great Convergence (2016); MIT Econ PhD","Lausanne, Switzerland",1019,36389,64422,2012-02-02 20:35:44.000000,1566668888061911040,2022-09-05 06:05:44,2,"It would be a folly to let domestic costs of war fall on least well off
•
In wartime, markets are not sacrosanct
•
Price controls, even rationing, must be on the table
•
This is war. Tinkering is not enough. Go big. Be bold @martinwolf_ #Ukraine #energybills 
🔗👇in🧵w/📊s https://t.co/vfHKJcCiH7","[{'text': 'Ukraine', 'indices': [237, 245]}, {'text': 'energybills', 'indices': [246, 258]}]",en,,4,False,0,0,,0,0,,False,0,0,,2022-09-05 08:38:16.147055,0.147,0.813,0.04,-0.7914
18335,38606,38606,1516801695061262336,TheHughWildman,Nam Era draftee who got over big time. 2 years living in my car. Hoping to start a veterans sailboat therapy program but got run over by a car & lost everything,The Psy-op Battlefield,340,513,15122,2022-04-20 15:32:35.000000,1566880413393555463,2022-09-05 20:06:16,0,"@ABC @DavidMuir Here it comes; either Azov is going to kill him &amp; blame Russia or they'll fake it &amp; he'll go hide-out in Kolomoisky's mansion. 

They began setting it up in February.
https://t.co/OsfIyNHVkn
They hope it will get #NATO boots on the ground.
Nazis (&amp; our CIA) are not very bright.","[{'text': 'NATO', 'indices': [237, 242]}]",en,,0,False,0,0,,1566870691156197376,28785486,ABC,False,0,0,,2022-09-06 01:32:10.849864,0.204,0.749,0.046,-0.8727
11592,24257,24257,829913756356452352,Kristina__Hook,"Assistant Professor of Conflict Management @kennesawstate; Non-resident fellow @TheKrulakCenter. PhD @NotreDame.
Former Fulbright scholar, Ukraine 🇺🇦",,175,36,101,2017-02-10 04:43:53.000000,1566793464515366913,2022-09-05 14:20:46,0,"So many videos of Ukrainians saying variants of: “Liberate me? From what? My happy life? My family and friends?”

https://t.co/KMFWHcT6gN

#StandWithUkraine #Ukraine  #Russia #UkraineRussiaWar https://t.co/e5zJm2XhUy","[{'text': 'StandWithUkraine', 'indices': [139, 156]}, {'text': 'Ukraine', 'indices': [157, 165]}, {'text': 'Russia', 'indices': [167, 174]}, {'text': 'UkraineRussiaWar', 'indices': [175, 192]}]",en,,0,False,0,0,,0,0,,True,1566787262578249728,1543664064,steven_pifer,2022-09-05 19:32:11.289940,0.0,0.837,0.163,0.6868
5662,11434,11434,249102629,AvHStiftung,Die Alexander von Humboldt-Stiftung fördert Wissenschaftskooperationen zwischen exzellenten ausländischen und deutschen Forschenden. https://t.co/RaplA6Ov7q,Bonn,654,29769,8151,2011-02-08 11:10:01.000000,1566713332316372993,2022-09-05 09:02:21,2,We did it again! 👏✨ Together with #IJP we awarded innovative #SciComm projects at our #ResearchComLab! 5⃣ great ideas that celebrate global cooperation with regard to #migration #Ukraine #climatechange and #mentalhealth. https://t.co/4HlF5B3Pr2,"[{'text': 'IJP', 'indices': [34, 38]}, {'text': 'SciComm', 'indices': [61, 69]}, {'text': 'ResearchComLab', 'indices': [86, 101]}, {'text': 'migration', 'indices': [167, 177]}, {'text': 'Ukraine', 'indices': [178, 186]}, {'text': 'climatechange', 'indices': [187, 201]}, {'text': 'mentalhealth', 'indices': [206, 219]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-05 11:38:42.050320,0.0,0.64,0.36,0.9458
11623,24331,24331,1498313123937366016,UW_Observer,Monitoring and identification of weapons and other military equipment in Ukraine.,UW_Observer,22,2916,1064,2022-02-28 15:04:38.000000,1566793937607598083,2022-09-05 14:22:39,0,"#Ukraine: Images of Turkish BMC Kirpi 4x4 MRAP IMVs during combat.Ukraine received 50x BMC Kirpi 4x4 MRAP vehicles from Turkey in the form of military aid, and another 150x vehicles are expected, after which the total number of donated BMC Kirpi MRAP vehicles would be 200x. https://t.co/hiD9tfKtGd","[{'text': 'Ukraine', 'indices': [0, 8]}]",en,,5,False,0,0,,1566793924248731648,1498313123937366016,UW_Observer,False,0,0,,2022-09-05 16:54:34.336444,0.0,0.967,0.033,0.1513
8001,16872,16872,315435837,jadenmiles,"Moonscape painter,

Reflections from the sun.

Wanderlust, French humility, Indian hospitality.","Wanderlust, Illinois ",266,211,63643,2011-06-11 21:31:42.000000,1566749124569059328,2022-09-05 11:24:34,0,"@NorthmanTrader Those lines of Russians paying their respects #Gorbachev must have been disconcerting for #Putin given his disdain for the man. Vlad needs a win, badly.","[{'text': 'Gorbachev', 'indices': [62, 72]}, {'text': 'Putin', 'indices': [106, 112]}]",en,,0,False,0,0,,1566746905606062080,714051110,NorthmanTrader,False,0,0,,2022-09-05 15:16:03.729271,0.181,0.641,0.178,-0.0258
7626,16026,16026,322100953,justme_hoping,"Project manager of our lovely little business called ""a family""👨‍👩‍👧‍👦 Free time📖🖥🎧😂🛍""What can you do to promote world peace? Go home and love your family.""",london,1376,726,11608,2011-06-22 16:48:44.000000,1566743340187516928,2022-09-05 11:01:35,0,The Czechs object to the fact that the government considers Ukraine's interests to be more important than those of the voters. Where does this arrogance towards one's own people and obedience to Kyiv's wishes come from? It's not our war. #Ukraine https://t.co/HfSNgtqOyR,"[{'text': 'Ukraine', 'indices': [238, 246]}]",en,,1,False,0,0,,0,0,,True,1566258505224691712,843210563190771712,HGMaassen,2022-09-05 13:08:57.025968,0.08,0.742,0.177,0.4289
10319,21602,21602,1561513003861872641,tgvuhdj,I'm mobile app and websites developer,,22,6,24,2022-08-22 00:38:34.000000,1566777976573890562,2022-09-05 13:19:13,0,"Liz truss to be new uk prime minister in UK read more..https://t.co/8fifosLtmo

#UKPrimeMinister #Ukraine #MobileApp #UPHELD","[{'text': 'UKPrimeMinister', 'indices': [80, 96]}, {'text': 'Ukraine', 'indices': [97, 105]}, {'text': 'MobileApp', 'indices': [106, 116]}, {'text': 'UPHELD', 'indices': [117, 124]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 15:24:13.655471,0.0,1.0,0.0,0.0
20605,43562,43562,352192239,justnotthenews,"Mostly Non Mainstream News, 'Food For Thought' Quotes & Humor..

Follow On Telegram: https://t.co/Uz9jLVU0x8

Rumble: https://t.co/ReUP8EZ2Gl",Worldwide,281,257,5109,2011-08-10 08:19:59.000000,1566922599367471105,2022-09-05 22:53:54,1,"Here's proof that #Biden has completely lost the plot, and/or off his meds?

NOW - Biden screams ""we beat Pharma this year.""

Be quick to view, my same last message was deleted! 🤔

cc: @Victoriaokane @kfisme https://t.co/kdii5iAjXE","[{'text': 'Biden', 'indices': [18, 24]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 01:46:57.596118,0.124,0.876,0.0,-0.623
8807,18509,18509,1367768197051645957,Irade111,He/Him/Assyrian,,413,42,1323,2021-03-05 09:25:50.000000,1566759604096221188,2022-09-05 12:06:13,0,"@theosey The Kremlin Gremlins aren’t even hiding it anymore.

#NAFO
#russiaisateroriststate 
#SlavaUkraini 

Go get them boys.","[{'text': 'NAFO', 'indices': [62, 67]}, {'text': 'russiaisateroriststate', 'indices': [68, 91]}, {'text': 'SlavaUkraini', 'indices': [93, 106]}]",en,,2,False,0,0,,1566758779332722688,1486393481451151360,theosey,False,0,0,,2022-09-05 16:02:59.585506,0.128,0.872,0.0,-0.296
8189,17274,17274,933783945598128130,HelinPerttu,"#Keskusta #vaalit #Turku 🍀🇫🇮🇪🇺🌍 #jesuisprof #opehommat #partio

Education, History, Politics & Scouting. Turkulainen erityisopettaja ja isi, NV👑","Turku, Suomi",934,596,15517,2017-11-23 19:46:56.000000,1566751767630684161,2022-09-05 11:35:04,0,"@general_ben A thousand years of imperialist usurpery, robbery and butchery. 

I hope you are right. #SlavaUkraini","[{'text': 'SlavaUkraini', 'indices': [101, 114]}]",en,,0,False,0,0,,1566503099287707648,1053324106148524032,general_ben,False,0,0,,2022-09-05 15:15:59.590090,0.0,0.838,0.162,0.4404
2751,4942,4942,1216396694969102336,TimZitter,https://t.co/G7Q8YSpgOu,Brussels,55,156,7791,2020-01-12 16:29:21.000000,1566662604126408706,2022-09-05 05:40:46,0,"Latest Defence Intelligence update on the situation in Ukraine - 5 September 2022.

#ukraine https://t.co/Ae4PRsCD7P","[{'text': 'ukraine', 'indices': [84, 92]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 08:38:22.081654,0.0,0.743,0.257,0.5423
15579,32679,32679,1073636420353449984,nano2dev,Software & politics.,"Miami, Florida",24,363,415,2018-12-14 17:50:44.000000,1566842925954260994,2022-09-05 17:37:18,0,The only Clap Back I care about. #SlavaUkraini https://t.co/PfXk4bLmrr,"[{'text': 'SlavaUkraini', 'indices': [33, 46]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 22:03:21.662542,0.0,0.714,0.286,0.4939
9144,19205,19205,21744028,angrysmiley,From Gothenburg 🇸🇪  #Linux  #FreeBSD #HamRadio #Running #Cycling #Trekking #IceHockey. Ambivert & Left-Handed! Beloved husband. Speaks 🇸🇪🇺🇸🇵🇱🇧🇻🇩🇪,A nice village... ,3088,1869,58919,2009-02-24 10:44:08.000000,1566763700572356615,2022-09-05 12:22:29,0,More #RussianWarCrimes https://t.co/ZqZOEKGglj,"[{'text': 'RussianWarCrimes', 'indices': [5, 22]}]",en,,0,False,0,0,,0,0,,True,1566763278558175232,268636316,idreesali114,2022-09-06 00:47:07.190542,0.0,1.0,0.0,0.0
7652,16090,16090,563421810,theTimObree,"Political Cartoonist. Browse, Buy and Download my Political Cartoons, available for my Shop.",Japan,0,3313,2957,2012-04-26 01:33:10.000000,1566743808943222784,2022-09-05 11:03:27,0,".. #Biden Speech has unified all American.. 
...
..Donkeys.

#bidenspeech #BidenWorstPresidentInHistory
#MAGA #Trump https://t.co/6Z2TfMowBQ","[{'text': 'Biden', 'indices': [3, 9]}, {'text': 'bidenspeech', 'indices': [61, 73]}, {'text': 'BidenWorstPresidentInHistory', 'indices': [74, 103]}, {'text': 'MAGA', 'indices': [104, 109]}, {'text': 'Trump', 'indices': [110, 116]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 12:15:40.582666,0.0,0.833,0.167,0.3818
