,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
18055,33669,33669,1538918177027112965,militarywar881,https://t.co/0cH6QrjAQA,Ukraine ,0,12,500,2022-06-20 16:14:32.000000,1568146326461861888,2022-09-09 07:56:33,0,"#Ukraine Ukrainian Armed Forces on the #Kharkiv Front

👇🇷🇺🇺🇦
https://t.co/iGP53iEFdD

#UkraineRussianWar #Ukraine #RussianUkrainewar #UkraineWar #UkraineRussiaWar #Kherson
 #RussiaUkraineWar #NATO #Donbass #odessa #Kyiv
#UPDATE
#UkrainianArmy #Kharkiv
#QueenElizabeth #BREAKING","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Kharkiv', 'indices': [39, 47]}, {'text': 'UkraineRussianWar', 'indices': [86, 104]}, {'text': 'Ukraine', 'indices': [105, 113]}, {'text': 'RussianUkrainewar', 'indices': [114, 132]}, {'text': 'UkraineWar', 'indices': [133, 144]}, {'text': 'UkraineRussiaWar', 'indices': [145, 162]}, {'text': 'Kherson', 'indices': [163, 171]}, {'text': 'RussiaUkraineWar', 'indices': [173, 190]}, {'text': 'NATO', 'indices': [191, 196]}, {'text': 'Donbass', 'indices': [197, 205]}, {'text': 'odessa', 'indices': [206, 213]}, {'text': 'Kyiv', 'indices': [214, 219]}, {'text': 'UPDATE', 'indices': [220, 227]}, {'text': 'UkrainianArmy', 'indices': [228, 242]}, {'text': 'Kharkiv', 'indices': [243, 251]}, {'text': 'QueenElizabeth', 'indices': [252, 267]}, {'text': 'BREAKING', 'indices': [268, 277]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 21:38:23.538683,0.0,1.0,0.0,0.0
24136,47205,47205,1479280113439150082,MrFukkew,Goddamn missiles & air-raid sirens. Our Telegram acc for more vids of burning tanks: https://t.co/knKsNbKnvJ,"Kyiv, Ukraine",337,617,1121,2022-01-07 02:34:08.000000,1568238666195124224,2022-09-09 14:03:29,0,"If #Kupyansk falls, more than 10K #Russian troops in Izyum (73 km southwest of Kupyans'k) may find themselves in the operational encirclement being cut off from supplies and reinforcements. 3/4 https://t.co/9E505a87qm","[{'text': 'Kupyansk', 'indices': [3, 12]}, {'text': 'Russian', 'indices': [34, 42]}]",en,,16,False,0,0,,1568238661539434496,1479280113439150080,MrFukkew,False,0,0,,2022-09-09 16:22:33.550399,0.065,0.935,0.0,-0.2732
35230,69421,69421,1383853663928557570,samory199,,,315,961,2301,2021-04-18 18:43:29.000000,1568376525287718913,2022-09-09 23:11:17,0,Get in @metamonkey_ai 🚀🚀🚀 #Ukraine #Cryptocurency https://t.co/JgcNQWIL1M,"[{'text': 'Ukraine', 'indices': [26, 34]}, {'text': 'Cryptocurency', 'indices': [35, 49]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 23:24:03.366149,0.0,1.0,0.0,0.0
16148,29889,29889,268385416,TWMCLtd,"Journalist/Documentary maker. Ukraine specialist.
Data expert (inc. Covid-19). Media trainer. Sports commentator.

Buy me a coffee?
https://t.co/MLLqpHhvGn",The North of England,608,20908,70264,2011-03-18 17:23:04.000000,1568135083906764801,2022-09-09 07:11:53,0,"Lots of very interesting and emotional news yesterday as a tide of villages became liberated in #Kharkiv region.

I did mix up the threads but if you missed the videos and flag raising, you can join the thread here and scroll down:

https://t.co/vabJ5LL5xP","[{'text': 'Kharkiv', 'indices': [96, 104]}]",en,,8,False,0,0,,1568134454496952320,268385416,TWMCLtd,True,1567802864902316032,268385416,TWMCLtd,2022-09-09 09:56:31.129022,0.058,0.812,0.13,0.346
17345,32252,32252,1550431887272939520,MikeRebel12,"I'm a rebel & an anarchist, but all in a good way. stabbed in the back too many times to give a fuck what anyone thinks. It’s time to tear this shithouse down!",Closer than you think,4,1,673,2022-07-22 10:45:52.000000,1568139172367503361,2022-09-09 07:28:07,0,"#GovernmentWatch expect a lot of bad news to be buried today. Much as they might appear to be in mourning, the #Toryscum love a dead Royal. #QueenElizabethII #QueenElizabethIIMemorial","[{'text': 'GovernmentWatch', 'indices': [0, 16]}, {'text': 'Toryscum', 'indices': [111, 120]}, {'text': 'QueenElizabethII', 'indices': [140, 157]}, {'text': 'QueenElizabethIIMemorial', 'indices': [158, 183]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 07:32:55.972077,0.275,0.617,0.108,-0.7579
12209,21854,21854,1567590546293628928,pking70693565,Passing time 😊,,16,1,14,2022-09-07 19:08:17.000000,1568115954382512128,2022-09-09 05:55:52,0,@OfficialSting She carried on doing her service and duty until the very end. The Queen of our hearts ♥️.We will never forget you like you never forgot us . Rest in peace  #QueenElizabeth,"[{'text': 'QueenElizabeth', 'indices': [171, 186]}]",en,,0,False,0,0,,1568020730691944448,140699869,OfficialSting,False,0,0,,2022-09-09 06:03:13.391577,0.047,0.648,0.305,0.911
15765,29044,29044,1544601942210809856,Geor91179853Kim,Live life fully,,1238,226,7870,2022-07-06 08:40:16.000000,1568133414233980930,2022-09-09 07:05:15,0,@lindahoguttu We are mourning #QueenElizabeth,"[{'text': 'QueenElizabeth', 'indices': [30, 45]}]",en,,0,False,0,0,,1568122145556905984,292450384,lindahoguttu,False,0,0,,2022-09-09 07:18:14.062290,0.42,0.58,0.0,-0.4404
10817,19132,19132,955847993969790977,not_theorist,Life Wild Asf Just Try To Have Fun Before You Fade Away Into Nothingness Or Heaven Or Whatever,Mars ,210,22,511,2018-01-23 17:01:35.000000,1568110470409732100,2022-09-09 05:34:04,0,We Can All Agree That Queen Elizabeth Is...Rather Was The World's Biggest Opp😂😂😂 #IrishTwitter #QueenElizabeth #BlackTwitter,"[{'text': 'IrishTwitter', 'indices': [81, 94]}, {'text': 'QueenElizabeth', 'indices': [95, 110]}, {'text': 'BlackTwitter', 'indices': [111, 124]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 05:48:02.102016,0.131,0.55,0.319,0.8807
22956,44758,44758,1567147021198565381,thwrzx,👀,Republic of Indonesia,14,4,128,2022-09-06 13:46:01.000000,1568223270541099008,2022-09-09 13:02:18,0,#RussianUkrainianWar | 🇷🇺 🇺🇦 Transfer of Russian troops to the Kharkiv direction https://t.co/AjkvSXLdmR,"[{'text': 'RussianUkrainianWar', 'indices': [0, 20]}]",en,,1,False,0,0,,0,0,,True,1568192401822416896,1312058894416515072,AZmilitary1,2022-09-10 06:38:57.042404,0.0,1.0,0.0,0.0
20597,39636,39636,1421139847515983874,Milan8662,FRIENDS JOIN OUR CHANNEL AND WE'LL STOP THE WAR TOGETHER🇺🇦❤️🇺🇦,Ukraine Sumy.,2,5249,7385,2021-07-30 16:05:43.000000,1568190329446088704,2022-09-09 10:51:24,12,"In the Kharkov direction, the movement of the column of orcs, our artillery has already established the location, we are expecting a lot of dead rats soon. #UkraineRussianWar https://t.co/BrADxy9HK7","[{'text': 'UkraineRussianWar', 'indices': [156, 174]}]",en,,78,False,0,0,,0,0,,False,0,0,,2022-09-09 15:52:40.393691,0.133,0.867,0.0,-0.6486
24051,47030,47030,314904148,L_Team10,“ L-Team”✈️📡🛰, Neverland,494,17219,15935,2011-06-11 00:36:16.000000,1568237711365914627,2022-09-09 13:59:41,9,"⭕️🇺🇦 #Ukraine: Reportedly, Ukrainian armed forces  shot down a Russian combat aircraft in the Kharkiv region. No official confirmation yet ! https://t.co/G2Tx4H9r25","[{'text': 'Ukraine', 'indices': [5, 13]}]",en,,35,False,0,0,,0,0,,False,0,0,,2022-09-09 15:57:46.022925,0.182,0.818,0.0,-0.5983
21382,41356,41356,2922820864,UATV_en,UATV is a 24/7 international broadcaster from Kyiv who targets broad audiences around the globe. https://t.co/XsISdSR7Su,Ukraine,480,12479,15510,2014-12-15 12:16:35.000000,1568201299656462336,2022-09-09 11:35:00,7,"⚡️Armed Forces of #Ukraine have already liberated 20 settlements in the Kharkiv region, and wedged into the enemy’s defense for 50 kilometers, - Oleksiy Gromov, Deputy Chief of Main Operational Directorate of @GeneralStaffUA 

#StandWithUkraine #russiaisateroriststate https://t.co/WfhP6bKEbU","[{'text': 'Ukraine', 'indices': [18, 26]}, {'text': 'StandWithUkraine', 'indices': [227, 244]}, {'text': 'russiaisateroriststate', 'indices': [245, 268]}]",en,,27,False,0,0,,0,0,,False,0,0,,2022-09-09 16:06:18.043881,0.0,0.96,0.04,0.128
35715,70250,70250,1532665429075935235,NicholasFreshne,"The views, information, or opinions expressed during the tweets are solely those of the individuals involved and do not necessarily represent those of Vande.",USA,11,27,463,2022-06-03 10:08:29.000000,1568386778754678785,2022-09-09 23:52:01,1,"MLRS ""Hurricane"" is working on the positions of the Armed Forces of Ukraine in the Izyum direction.

#Ukraine #Russia #UkraineWar #UkraineRussianWar https://t.co/DC6ASb7RsG","[{'text': 'Ukraine', 'indices': [101, 109]}, {'text': 'Russia', 'indices': [110, 117]}, {'text': 'UkraineWar', 'indices': [118, 129]}, {'text': 'UkraineRussianWar', 'indices': [130, 148]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-10 08:24:01.146472,0.0,1.0,0.0,0.0
9264,16177,16177,3300130556,Djangopeace,Dorky Aussie Gaymer Furry Twitch Streamer Making It Through Life. (He/Him) https://t.co/g9GwAaVgvh🌈🐺,Australia,399,122,8718,2015-07-29 03:51:54.000000,1568102212861329414,2022-09-09 05:01:16,0,"So apparently people are disgusted by responses to the queen's death, so allow me to share my thoughts through The Wizard of Oz...

""Ding dong, the witch is dead! Which old witch? The wicked witch! Ding dong, the wicked witch is dead!"" #Queen #QueenElisabeth #QueenElizabethII","[{'text': 'Queen', 'indices': [236, 242]}, {'text': 'QueenElisabeth', 'indices': [243, 258]}, {'text': 'QueenElizabethII', 'indices': [259, 276]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 05:18:14.539876,0.471,0.463,0.066,-0.9832
33102,65370,65370,1172208093633138688,Dependent2020,"Do not follow where you can not lead
Synergy for Homeostasis 
Waste not want not 
All views with own eyes 
No Mask will be regarded as a Hostile Danger to Life",,2,5,18798,2019-09-12 18:01:06.000000,1568345990540959746,2022-09-09 21:09:57,0,"To all of you who have to fight for freedom
We will not forget you

Slava Ukraini !🍀
💛💙
 ❤️‍🔥
#Ukraine #Crimea #USA #England
https://t.co/D6CKUGlhzU","[{'text': 'Ukraine', 'indices': [94, 102]}, {'text': 'Crimea', 'indices': [103, 110]}, {'text': 'USA', 'indices': [111, 115]}, {'text': 'England', 'indices': [116, 124]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-10 00:09:55.384413,0.107,0.58,0.313,0.89
19773,37586,37586,1130085333272600583,Dorotov2,,,846,33,507,2019-05-19 12:18:34.000000,1568176011228889088,2022-09-09 09:54:31,0,"#Ukraine-According to reports, the Armed Forces of #Ukraine entered the settlement of #Senkove located on the left bank of the #Oskil River in #KharkivOblast  this morning.#Izyum - #Kupyansk P79 road is effectively cut off.
https://t.co/BFQGCjXx7b","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Ukraine', 'indices': [51, 59]}, {'text': 'Senkove', 'indices': [86, 94]}, {'text': 'Oskil', 'indices': [127, 133]}, {'text': 'KharkivOblast', 'indices': [143, 157]}, {'text': 'Izyum', 'indices': [172, 178]}, {'text': 'Kupyansk', 'indices': [181, 190]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-09 12:12:02.355227,0.055,0.868,0.076,0.2023
18581,34804,34804,1206879133978038272,jhind19,"Advocating #justice for fairer society, #harmony #peace. Against  #Racism #discrimination, #Islamophoebia, #fascism,  mockery of #Muhammad pbuh.",,311,45,14882,2019-12-17 10:09:56.000000,1568154878265925632,2022-09-09 08:30:32,0,"Shameful act

#UkraineRussiaWar
#Ukraine️
#UKVISADELAY
#UkraineWillWin
#Russia
#RussianArmy
#russiaisateroriststate
#RussiaUkraineWar
#RussiaIsANaziState
#RussiaIsATerroristState

https://t.co/OohgiEHQb8","[{'text': 'UkraineRussiaWar', 'indices': [14, 31]}, {'text': 'Ukraine️', 'indices': [32, 41]}, {'text': 'UKVISADELAY', 'indices': [42, 54]}, {'text': 'UkraineWillWin', 'indices': [55, 70]}, {'text': 'Russia', 'indices': [71, 78]}, {'text': 'RussianArmy', 'indices': [79, 91]}, {'text': 'russiaisateroriststate', 'indices': [92, 115]}, {'text': 'RussiaUkraineWar', 'indices': [116, 133]}, {'text': 'RussiaIsANaziState', 'indices': [134, 153]}, {'text': 'RussiaIsATerroristState', 'indices': [154, 178]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 14:22:33.333615,0.211,0.789,0.0,-0.4939
31335,61824,61824,157325672,theNazCores,Lviv (UA) - Antwerp (BE),,182,780,1142,2010-06-19 13:53:16.000000,1568324099839037452,2022-09-09 19:42:58,0,"Frontline war, I am watching for the 50th time as a #Ukrainian soldier rejoices after hitting a #Russian tank with a #Javelin . #Kherson #WarInUkraine https://t.co/9qTN3OsygX","[{'text': 'Ukrainian', 'indices': [52, 62]}, {'text': 'Russian', 'indices': [96, 104]}, {'text': 'Javelin', 'indices': [117, 125]}, {'text': 'Kherson', 'indices': [128, 136]}, {'text': 'WarInUkraine', 'indices': [137, 150]}]",en,,4,False,0,0,,0,0,,False,0,0,,2022-09-10 02:35:43.188543,0.126,0.774,0.1,-0.2023
22225,43099,43099,816665851302711296,rrichcord,"Independent Researcher
PhD in Physics,University of Arizona",,404,2269,600,2017-01-04 15:21:26.000000,1568212065533267969,2022-09-09 12:17:47,0,"@doomsdaydoorstp Thank you for the video of ""russian terrorists shelling residential areas of #Kharkiv with Uragan MLRS."" I assume the video was taken ~14:44 your time?  Perhaps a little earlier?  Terrible!","[{'text': 'Kharkiv', 'indices': [94, 102]}]",en,,2,False,0,0,,1568203735700045824,519929797,doomsdaydoorstp,False,0,0,,2022-09-09 14:52:35.075174,0.199,0.735,0.066,-0.7247
1345,2075,2075,1498143294819213316,CaliJournalism,"Updates on Russian Ukrainian War 
Content Removal-- Please DM 
Created for my hobby of Journalism
#OSINT","California, USA",53,1474,1368,2022-02-28 03:50:12.000000,1568056436479131649,2022-09-09 01:59:22,0,🇷🇺🇺🇦 #Russian authorities in the city of  #Kupiansk reported that the #Russian army has begun defending the city and additional reinforcements have already arrived in the region from mainland #Russia. https://t.co/UvTRlhQFi2,"[{'text': 'Russian', 'indices': [5, 13]}, {'text': 'Kupiansk', 'indices': [42, 51]}, {'text': 'Russian', 'indices': [70, 78]}, {'text': 'Russia', 'indices': [192, 199]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-09 08:55:45.542744,0.0,1.0,0.0,0.0
33169,65495,65495,47776856,GueberB,"Internacionalista - #FOLLOWBACK
SIGUEME Y TE SIGO #FollowBackSeguro",♥ ɐlǝnzǝuǝΛ ♋,14450,15085,75108,2009-06-16 23:38:49.000000,1568346629610274816,2022-09-09 21:12:29,0,"CRISIS #Ucrania #Rusia #Russia #Ukraine 🇷🇺🇺🇦
❌BREAKING: Blackout near Ukraine nuclear plant ‘compromises safe operation’.
- UN atomic watchdog says https://t.co/wNoR7s2u9I","[{'text': 'Ucrania', 'indices': [7, 15]}, {'text': 'Rusia', 'indices': [16, 22]}, {'text': 'Russia', 'indices': [23, 30]}, {'text': 'Ukraine', 'indices': [31, 39]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-10 08:24:17.918443,0.174,0.721,0.105,-0.4466
11249,19998,19998,1531224476830076930,TB1EFC,🇮🇪,"Liverpool, England",409,83,144,2022-05-30 10:42:42.000000,1568112292188897283,2022-09-09 05:41:19,0,Can’t believe we live amongst these royalist nobheads. Totally normal country 👀#QueenElizabeth,"[{'text': 'QueenElizabeth', 'indices': [79, 94]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 05:47:37.721578,0.0,1.0,0.0,0.0
16949,31497,31497,1171508948,RajkumarPrinceP,"Rajkumar Prince

Educationist, Literatus,
Professor and Student forever.","Madurai, India ",552,60,386,2013-02-12 10:03:41.000000,1568138005470416896,2022-09-09 07:23:29,0,"""Grief is the price we price we pay for love."" - Queen Elizabeth II 
#TheQueen #QueenElizabethdeath #QueenElizabethII #BritainsLongestReigningMonarch #monarchy #LondonBridge #ObituaryOfTheDay #QueenElisabeth #QueenRadio #KingCharles #thoughtoftheday #fridaymorning","[{'text': 'TheQueen', 'indices': [69, 78]}, {'text': 'QueenElizabethdeath', 'indices': [79, 99]}, {'text': 'QueenElizabethII', 'indices': [100, 117]}, {'text': 'BritainsLongestReigningMonarch', 'indices': [118, 149]}, {'text': 'monarchy', 'indices': [150, 159]}, {'text': 'LondonBridge', 'indices': [160, 173]}, {'text': 'ObituaryOfTheDay', 'indices': [174, 191]}, {'text': 'QueenElisabeth', 'indices': [192, 207]}, {'text': 'QueenRadio', 'indices': [208, 219]}, {'text': 'KingCharles', 'indices': [220, 232]}, {'text': 'thoughtoftheday', 'indices': [233, 249]}, {'text': 'fridaymorning', 'indices': [250, 264]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 07:33:16.720359,0.145,0.723,0.132,0.1531
3322,5432,5432,136836423,CmdtDanielovic,"Twitvoyeur, most of the times. Searching for intelligent life forms.",Alfa Centauri,550,519,32373,2010-04-25 02:30:17.000000,1568070529726267393,2022-09-09 02:55:22,0,"#QueenElizabeth is about to embark on her last voyage. It is not possible to take into account all the references that HRM left to current generations, and all the fears that future generations may have about navigating all Things to come, in deed. 
Bon Voyage Ma'am. https://t.co/XdYAjHWsnZ","[{'text': 'QueenElizabeth', 'indices': [0, 15]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 03:33:00.407860,0.057,0.943,0.0,-0.4215
31913,62986,62986,255666550,Thomas_Sorlie,"The Jasmine Planet Consortium
Dept. of Defense, al-Hurra TV, VOA
Former Student of Imam at Darrus Salam, ATL
MA in Islamic Studies 
#Turkey #MENA #Africa
R≠E",United States,1202,1098,62200,2011-02-21 20:39:14.000000,1568331210530738180,2022-09-09 20:11:13,0,#Turkey #Greece escalate war of words as they drag in #EU #NATO @NazlanEr via @AlMonitor   https://t.co/mThrCLMYKu,"[{'text': 'Turkey', 'indices': [0, 7]}, {'text': 'Greece', 'indices': [8, 15]}, {'text': 'EU', 'indices': [54, 57]}, {'text': 'NATO', 'indices': [58, 63]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-10 01:23:37.968760,0.293,0.707,0.0,-0.7003
29491,57985,57985,1287186958524002304,Georgin17111550,"Malawi Queen - Retired Chef - Ardent plastic modeler, Food lover & anything humorous plus any Military R&D and recent News",South Africa,555,129,38829,2020-07-26 00:45:06.000000,1568300688643604480,2022-09-09 18:09:56,0,"Ukraine has been preparing the Kherson offensive for months (with help from its allies). Striking orc positions, stockpiling supplies &amp; ammo &amp; gathering intelligence.
Kherson is the gateway to Crimea
Patience...IT IS A MARATHON NOT A SPRINT
#kherson #crimea #lviv #HIMARS https://t.co/L1QjYk7EWj","[{'text': 'kherson', 'indices': [249, 257]}, {'text': 'crimea', 'indices': [258, 265]}, {'text': 'lviv', 'indices': [266, 271]}, {'text': 'HIMARS', 'indices': [272, 279]}]",en,,5,False,0,0,,0,0,,False,0,0,,2022-09-09 22:50:14.394372,0.063,0.816,0.121,0.4215
7122,12231,12231,2812375026,asumaa_,(رَوْحٌ وَرَيْحَانٌ وَجَنَّتُ نَعِيمٍۢ)• 🕵🏻‍♀️Petroleum Geologist#,United Arab Emirates,352,406,9198,2014-09-16 04:07:27.000000,1568091841265811457,2022-09-09 04:20:03,0,God bless her kind soul 🤍 #queenelizabeth,"[{'text': 'queenelizabeth', 'indices': [26, 41]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 04:32:48.130975,0.0,0.325,0.675,0.8074
18216,34002,34002,1326898461447512064,VudiXhymshiti,Photojournalist focusing on the Russian invasion of Ukraine and the displacement of people due to ongoing armed conflict. vx@vxpictures.com | https://t.co/tPpfh8Zqvw,Ukraine,534,387,937,2020-11-12 14:43:50.000000,1568148662257164291,2022-09-09 08:05:50,0,Somebody from @CenterUkraine should perhaps consider making authorities aware that someone may be messing around with our mobile phones. https://t.co/yem71K9rWs,[],en,,0,False,0,0,,1568148645135908864,1326898461447512064,VudiXhymshiti,False,0,0,,2022-09-09 17:43:04.007867,0.0,1.0,0.0,0.0
13830,25188,25188,2563921008,arecki93,"Mówią że ja piszczę do radia, a to moje radio odbiera dziwne sygnały 😵","Podlaskie, Polska",546,309,44971,2014-06-12 19:18:02.000000,1568124645156560897,2022-09-09 06:30:24,0,A different sign-off from @BBCRadio4 last night... #QueenElizabeth #RIPQueen #RIPQueenElizabeth #longwave #lwdx https://t.co/i3REead0fG,"[{'text': 'QueenElizabeth', 'indices': [51, 66]}, {'text': 'RIPQueen', 'indices': [67, 76]}, {'text': 'RIPQueenElizabeth', 'indices': [77, 95]}, {'text': 'longwave', 'indices': [96, 105]}, {'text': 'lwdx', 'indices': [106, 111]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 06:32:33.064230,0.0,1.0,0.0,0.0
20978,40445,40445,1326010133214752768,alaskachinasbi1,"Laying the chopsticks on the line in Alaska - the CCP doesn’t care what you think - they want resources, they will get it no matter what party is in power.",Your backyard ,6,110,14244,2020-11-10 03:53:58.000000,1568195233216868352,2022-09-09 11:10:53,0,#kherson oblast flash data https://t.co/nGfnFJMjJn https://t.co/eJO0nadq7c,"[{'text': 'kherson', 'indices': [0, 8]}]",en,,0,False,0,0,,0,0,,True,1568178992653500416,1503687662766542848,ukr_satflash,2022-09-09 15:19:22.197651,0.0,1.0,0.0,0.0
29686,58416,58416,267044653,delangeleo,"Lumenaut, decentraland, yieldfarmer ,#armyofhodlers. $xlm #bsc $eth $cake stacker, #BTCFlower #hatswapcity 1200+ NFT's(80% worthless fomo nft buys) #DYOR","Kyiv, Ukraine",4154,4734,26669,2011-03-16 07:12:20.000000,1568303747637612545,2022-09-09 18:22:05,5,"After preparing the battlefield, we can expect the counteroffensive of Ukraine within a few days now, Russian soldiers, sons, fathers now is the time to decide if you are willing to die for the wealth of the elite, or to flee, surrender and choose for humanity!! #kyiv #kherson","[{'text': 'kyiv', 'indices': [263, 268]}, {'text': 'kherson', 'indices': [269, 277]}]",en,,23,False,0,0,,0,0,,False,0,0,,2022-09-10 07:58:39.730823,0.128,0.814,0.058,-0.5972
14084,25679,25679,1315910569405411328,louis_hankins,"Paramedic (#SORT) working for the NHS & sometimes teaching @UniNorthants. Using Twitter to connect with others. ALL views are my own, not those of my employers.","East Midlands, England",551,1208,928,2020-10-13 07:01:53.000000,1568125421476089858,2022-09-09 06:33:29,0,I felt extraordinarily proud this morning whilst putting on my uniform and displaying the crown. Rest in peace #QueenElizabeth &amp; God Save The King. https://t.co/FxmblDNjOx,"[{'text': 'QueenElizabeth', 'indices': [111, 126]}]",en,,4,False,0,0,,0,0,,False,0,0,,2022-09-09 06:48:28.639667,0.0,0.638,0.362,0.8979
32963,65097,65097,1130085333272600583,Dorotov2,,,846,33,509,2019-05-19 12:18:34.000000,1568344366502105094,2022-09-09 21:03:30,0,"#Ukraine- Armed Forces of #Ukraine  approached the city of #Izyum in #Kharkiv region the battle is underway in the outskirts of the city.
https://t.co/vwizU4r2JV","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Ukraine', 'indices': [26, 34]}, {'text': 'Izyum', 'indices': [59, 65]}, {'text': 'Kharkiv', 'indices': [69, 77]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-10 04:23:53.270745,0.102,0.898,0.0,-0.3818
7075,12149,12149,1450706641200902144,hokkaidomarkett,"Books, Comics, Zines, Magazines, Art, Shirts, CDs, Records, Cassettes, Collectibles, Toys, Baseball Cards, Pamphlets,  Bottles, Stickers - Shipped from Hokkaido",Hokkaido Japan,1142,526,1134,2021-10-20 06:13:36.000000,1568091679273648128,2022-09-09 04:19:24,0,"Framed portrait of Queen Elizabeth II shipped anywhere in Japan ¥2,000  https://t.co/XOgCEgvKKJ Disclosure: small color print from 7-11 xerox machine, small wood frame from Daiso shop. #QueenElizabeth #ElizabethII https://t.co/loIMQ1xSDs","[{'text': 'QueenElizabeth', 'indices': [185, 200]}, {'text': 'ElizabethII', 'indices': [201, 213]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 04:32:49.889804,0.0,1.0,0.0,0.0
2386,3874,3874,999800336750530560,randomtrump1,Random Trump Gifs - Powered by Giphy - https://t.co/Q3Bc1tsT87,,88,133,364808,2018-05-24 23:52:30.000000,1568064450451705856,2022-09-09 02:31:12,0,Random Trump https://t.co/9qZpBNCOUp - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/CS5WXv8idN,"[{'text': 'randomtrump', 'indices': [39, 51]}, {'text': 'trump', 'indices': [52, 58]}, {'text': 'donaldtrump', 'indices': [59, 71]}, {'text': 'giphy', 'indices': [72, 78]}, {'text': 'gif', 'indices': [79, 83]}, {'text': 'gifs', 'indices': [84, 89]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 04:25:32.448990,0.0,1.0,0.0,0.0
24402,47741,47741,123528629,CintasDialogue,"Conflict transformation, non-violent communication, dialogue, peacebuilding - Ukraine, South Caucasus, Eastern Europe.
Project lead @PAX. Views are my own.",,113,69,498,2010-03-16 11:03:06.000000,1568241691584503808,2022-09-09 14:15:30,0,"🧵worth reading about the power of / power through fear (and how that's being used by #Russia - or at least, those controlling it): https://t.co/eqiS4Orn6a","[{'text': 'Russia', 'indices': [85, 92]}]",en,,0,False,0,0,,0,0,,True,1568206086691332096,200923051,Halla_aho,2022-09-09 17:37:52.820068,0.118,0.882,0.0,-0.4939
21182,40919,40919,1447315294490439683,praisethesteph,#NAFO | News & Insight | War in #Ukraine | 🇨🇿🇺🇦 | Help by donating to the purchase of an ambulance and humanitarian aid for 🇺🇦 at https://t.co/XtsnacMjjZ,"Praha, Česká republika",134,2033,16458,2021-10-10 21:37:26.000000,1568198284455313417,2022-09-09 11:23:01,1,"#Ukraine/#Russia 🇺🇦🇷🇺:

Big guns🇩🇪 #PanzerHaubitze2000 https://t.co/70SkY97v9M","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Russia', 'indices': [9, 16]}, {'text': 'PanzerHaubitze2000', 'indices': [35, 54]}]",en,,15,False,0,0,,1568198246459183104,1447315294490439680,praisethesteph,False,0,0,,2022-09-09 14:37:31.995121,0.0,1.0,0.0,0.0
30955,61056,61056,817740376790462466,unionjackflavor,"War is a Criminal Racket. Curb military spending and invest in infrastructure, STEM education and healthcare. Neither a Democrat nor Republican.",,1975,455,28902,2017-01-07 14:31:13.000000,1568319377274961920,2022-09-09 19:24:12,0,"I can’t imagine how these citizens feel hearing billions being siphoned to #Ukraine everyday to fund a proxy war.

Such a tragedy to live in the wealthiest country in human history, yet live without such a basic essential as clean water.
#JacksonWaterCrisis https://t.co/rLG7Wy7KQb","[{'text': 'Ukraine', 'indices': [75, 83]}, {'text': 'JacksonWaterCrisis', 'indices': [238, 257]}]",en,,0,False,0,0,,0,0,,True,1568310606440300544,3377670569,mintamolly,2022-09-09 21:09:21.994130,0.156,0.733,0.111,-0.5267
