,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
3294,26501,1495302850032943104,rlpltcs,Who is 🇷🇺 fighting in 🇺🇦 against? 🇷🇺 at the forefront of the war against 🇺🇲 exceptionalism and expansionism armed with Nazism. Z,Украина,19,17,594,2022-02-20 07:43:40.000000,1567153143615557643,2022-09-06 14:10:00,0,"We were taught that the success of #Europe is intelligence, competence, technology, hard work… Lies! The success of Europe is the robbery of the colonies, and then the cheap energy from #Russia. Nothing more. #EU #UK #Germany #France #Italy #GasCrisis https://t.co/gwtYfUrFwY","[{'text': 'Europe', 'indices': [35, 42]}, {'text': 'Russia', 'indices': [186, 193]}, {'text': 'EU', 'indices': [209, 212]}, {'text': 'UK', 'indices': [213, 216]}, {'text': 'Germany', 'indices': [217, 225]}, {'text': 'France', 'indices': [226, 233]}, {'text': 'Italy', 'indices': [234, 240]}, {'text': 'GasCrisis', 'indices': [241, 251]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 16:19:05.153051,0.081,0.672,0.247,0.8655
3304,26702,1276842247250681856,Evlilik31,"Командир 62-ой армии, герой Советского Союза

https://t.co/Tm0dD1lggw","Сталинград, Мамаев Курган",335,46700,18268,2020-06-27 11:38:28.000000,1567154277340123136,2022-09-06 14:14:30,7,"🇺🇦 #Ukraine #Harkov

💥Ukrainian army captured a Russian ammunition depot located in Verbovka, near Balaklaya, after heavy clashes with Russian army. (4)","[{'text': 'Ukraine', 'indices': [3, 11]}, {'text': 'Harkov', 'indices': [12, 19]}]",en,,33,False,0,0,,0,0,,False,0,0,,2022-09-06 16:13:22.279977,0.0,1.0,0.0,0.0
3325,26987,1496171176527290368,HooHL_V,"руський, ти хуй будеш?",Україна,55,6,5899,2022-02-22 17:13:37.000000,1567155867467792386,2022-09-06 14:20:49,1,"@HUMAN_htbooks @Blizzard_Ent Everyone: russians 🇷🇺 are killers. Ukrainian 🇺🇦 defenders (including #Azov Regiment) are heroes!

@Blizzard_Ent: We haven't seen any difference between 🤢🤮

It's the same as equating the rapist and the victim.
#BlizzardSupportTerrorists","[{'text': 'Azov', 'indices': [98, 103]}, {'text': 'BlizzardSupportTerrorists', 'indices': [238, 264]}]",en,,3,False,0,0,,1567142942707523584,718604184,HUMAN_htbooks,False,0,0,,2022-09-06 18:19:44.843552,0.241,0.664,0.095,-0.8398
3332,27064,832524310199824384,ua_parliament,"Official account of the Parliament of Ukraine. Read us on Telegram: https://t.co/7rFksZcG9C.
For media inquiries please contact: infuprvru@gmail.com",Україна,1578,65249,5328,2017-02-17 09:37:17.000000,1567156294351470592,2022-09-06 14:22:31,25,"‼️🇺🇦Ukrainian warriors eliminated over 50,000 russian occupiers since the beginning of the full-scale war.

Glory to Heroes! 💪🏻💛💙

#SlavaUkraini
#StandWithUkraine
#UkraineWillWin https://t.co/Ei0qdB5IlO","[{'text': 'SlavaUkraini', 'indices': [131, 144]}, {'text': 'StandWithUkraine', 'indices': [146, 163]}, {'text': 'UkraineWillWin', 'indices': [164, 179]}]",en,,68,False,0,0,,0,0,,False,0,0,,2022-09-06 18:19:44.471904,0.084,0.582,0.334,0.9117
3338,27188,3342536589,Ukrinform_News,Ukrainian multimedia platform for broadcasting,Украина,159,8595,32241,2015-06-23 11:36:11.000000,1567157036068003843,2022-09-06 14:25:28,3,"Ukrainian marines attack enemy positions: Howitzers, guns and tanks destroyed https://t.co/bF1FJ6NpKt #stoprussia","[{'text': 'stoprussia', 'indices': [102, 113]}]",en,,5,False,0,0,,0,0,,False,0,0,,2022-09-06 18:19:43.336012,0.521,0.479,0.0,-0.8689
3350,27273,1546898546875572224,all_4_ukraine,"All4Ukraine can unite active people around the world to achieve a great goal - victory over our common enemy!
https://t.co/fROhTKeJQQ
https://t.co/fnrlbdekOE",Ukraine Сharity Fund NGO,411,1119,531,2022-07-12 16:46:04.000000,1567157635295707136,2022-09-06 14:27:51,8,Great news again! We have delivered thermal imager to our military! Their unit serves in the Kharkiv region. Soon this device will help them perform combat assignments (aka orcs hunting)! We are not tired of thanking you friends for making this possible! ❤️🙌#StandWithUkraine https://t.co/gxQ0TcpcO4,"[{'text': 'StandWithUkraine', 'indices': [258, 275]}]",en,,26,False,0,0,,0,0,,False,0,0,,2022-09-06 18:14:16.245787,0.041,0.726,0.233,0.9016
3351,27274,1546898546875572224,all_4_ukraine,"All4Ukraine can unite active people around the world to achieve a great goal - victory over our common enemy!
https://t.co/fROhTKeJQQ
https://t.co/fnrlbdekOE",Ukraine Сharity Fund NGO,411,1119,531,2022-07-12 16:46:04.000000,1567157638391021568,2022-09-06 14:27:52,4,"If you want to support us, please keep sharing our appeals. To donate please either use link in the bio or send to Sergii Savchenko's Paypal 2941980@gmail.com). We have so many requests and plans! Drones, thermal imagers, cars... Together to Victory!💪❤️🇺🇦 #StandWithUkraine","[{'text': 'StandWithUkraine', 'indices': [256, 273]}]",en,,8,False,0,0,,1567157635295707136,1546898546875572224,all_4_ukraine,False,0,0,,2022-09-06 18:14:16.209155,0.0,0.774,0.226,0.8745
3363,27414,838321345570156545,rogue_corq,"@corq's snark account.

#cyber #linux #agitprop #cats #Україна 🤜 Bulture Brobby 🤛

🇺🇦 Currently in full #Ukraine News mode 🇺🇦

All cats retweeted.",Хай живе Україна,1902,1896,685352,2017-03-05 09:32:38.000000,1567158324835287044,2022-09-06 14:30:35,0,‘Gauleiter’ Bardin’s car blown up in downtown Berdiansk https://t.co/wJUO6tynjh #Ukraine,"[{'text': 'Ukraine', 'indices': [80, 88]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 16:13:15.069868,0.0,1.0,0.0,0.0
3370,27564,3342536589,Ukrinform_News,Ukrainian multimedia platform for broadcasting,Украина,159,8595,32241,2015-06-23 11:36:11.000000,1567159299729723393,2022-09-06 14:34:28,4,"Ukraine Army takes fire control of enemy crossings near Darivka, Hola Prystan https://t.co/Wwswd34o2P #stoprussia","[{'text': 'stoprussia', 'indices': [102, 113]}]",en,,8,False,0,0,,0,0,,False,0,0,,2022-09-06 18:19:39.790366,0.33,0.67,0.0,-0.7096
3372,27595,1543909574582964225,bloomfesii,"18 | intp | випалюй в собі все російське, інакше воно випалить тебе",Україна,52,21,375,2022-07-04 10:48:37.000000,1567159488846626818,2022-09-06 14:35:13,0,"Nothing unusual, just a russian calling for the extermination of Ukrainians

#GenocideOfUkrainians #NaziRussia #russiaisateroriststate #FreeAzovstalDefenders #RussiaUkraineWar #StopRussia #RussiaWarCrimes https://t.co/w45pUWu16X","[{'text': 'GenocideOfUkrainians', 'indices': [77, 98]}, {'text': 'NaziRussia', 'indices': [99, 110]}, {'text': 'russiaisateroriststate', 'indices': [111, 134]}, {'text': 'FreeAzovstalDefenders', 'indices': [135, 157]}, {'text': 'RussiaUkraineWar', 'indices': [158, 175]}, {'text': 'StopRussia', 'indices': [176, 187]}, {'text': 'RussiaWarCrimes', 'indices': [188, 204]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 20:07:01.533192,0.0,1.0,0.0,0.0
3389,27839,1516075163091193859,NeilHawker2,"Welsh 🏴󠁧󠁢󠁷󠁬󠁳󠁿 expat living in Kyiv Oblast or Zaporizhzhia. Defending Team Ukraine.
Also known as Neil'ka.
Слава України! 🇺🇦 ❤️
#stoprussia",Україна,178,221,4133,2022-04-18 15:24:41.000000,1567160970778185728,2022-09-06 14:41:06,1,"Another rather large puff of smoke I'm #Berdyansk

#Ukraine https://t.co/criPbJQZQT","[{'text': 'Berdyansk', 'indices': [39, 49]}, {'text': 'Ukraine', 'indices': [52, 60]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 16:58:54.371496,0.0,1.0,0.0,0.0
3394,27945,17296374,MB7Art,All About Freedom & HUMAN RiGHTS in Russia and Belarus!,"Минск, Свободная Беларусь ",5002,3117,74130,2008-11-10 22:03:24.000000,1567161539085631491,2022-09-06 14:43:22,0,"Demand an IMMEDIATE end to the war, the release of ALL political prisoners in Russia, Belarus and the immediate resignation and prosecution of #lukashenko/#putin clowns and their gangs
of fascists-putinists!
https://t.co/2pbbI7hutx
#RussiaISaTerroristState https://t.co/dRXLo3U2nv","[{'text': 'lukashenko', 'indices': [143, 154]}, {'text': 'putin', 'indices': [155, 161]}, {'text': 'RussiaISaTerroristState', 'indices': [232, 256]}]",en,,1,False,0,0,,0,0,,True,1567041203480190976,1403074795,MirovichMedia,2022-09-06 20:34:53.881333,0.339,0.661,0.0,-0.9245
