Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts
1913,818429035378339840,hrechali,"Сонце України встає на Донбасі
 
          Ukrainian 🇺🇦",Ukraine,293,86,2218,2017-01-09 12:07:42.000000,1566612329621557250,2022-09-05 02:21:00,0,"As ukrainian I'm very thankful everyone who made remove of this ""art"" possible.
@ctoart1 think before you do smth.Educate yourself and listen to ppl who know about the problem. And take out your head from your ass. Your pasific ideas made ppl painfully
#RussiaIsATerroristState https://t.co/T3t80WIsCs https://t.co/Uon2Dx7Oeh","[{'text': 'RussiaIsATerroristState', 'indices': [253, 277]}]",en,,0,False,0,0,,0,0,,True,1566008683720474624,818429035378339840,hrechali,2022-09-05 13:03:38.373946
1940,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566612869550145537,2022-09-05 02:23:09,0,@SenatorHick Ukraine urgently needs 20 more #HIMARS launchers,"[{'text': 'HIMARS', 'indices': [44, 51]}]",en,,0,False,0,0,,1566508945715277824,1318728336923787264,SenatorHick,False,0,0,,2022-09-05 09:02:13.857541
1956,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566613167223996417,2022-09-05 02:24:19,0,@SenatorHick Please send 20 more #HIMARS to Ukraine. Urgently,"[{'text': 'HIMARS', 'indices': [33, 40]}]",en,,0,False,0,0,,1566452465234591744,1318728336923787264,SenatorHick,False,0,0,,2022-09-05 09:02:13.772731
1967,1341988837061394434,Pietjepukers,#bitcoin #crypto #innovation #climate_change,Ukraine,379,23,2342,2020-12-24 06:07:46.000000,1566613423378427904,2022-09-05 02:25:21,0,@Euan_MacDonald do not trust #russia and #putin they are liars and #europe should have learnt its lesson by now,"[{'text': 'russia', 'indices': [29, 36]}, {'text': 'putin', 'indices': [41, 47]}, {'text': 'europe', 'indices': [67, 74]}]",en,,0,False,0,0,,1566454490177347584,16185879,Euan_MacDonald,False,0,0,,2022-09-05 09:15:19.259915
2226,1326898461447512064,VudiXhymshiti,Photojournalist focusing on the Russian invasion of Ukraine and the displacement of people due to ongoing armed conflict.  vx@vxpictures.com | https://t.co/tPpfh9h1n4,Ukraine,532,388,904,2020-11-12 14:43:50.000000,1566619038129831940,2022-09-05 02:47:39,0,"As a chauvinist is about to be appointed PM in D Street, we have encouraged fascists flooding the streets of LONDON. https://t.co/SwfszrtZot",[],en,,0,False,0,0,,0,0,,True,1566500388907683840,96957995,davidsladek,2022-09-05 07:03:01.165053
2412,158639340,Drudyak,Support Ukraine. We will do the rest. Реквізити👇,Kyiv,841,714,18430,2010-06-23 06:11:51.000000,1566622369443155968,2022-09-05 03:00:53,0,@stepanivna_ Так),[],ru,,0,False,0,0,,1566534386211819520,828504447953338368,stepanivna_,False,0,0,,2022-09-05 14:19:04.345375
2560,1498611918118035456,RussianPlanes,"Bot account tracking Russian Oligarch and Russian Government planes from ADS-B Data.

Data from https://t.co/x2SdagjaAX
#StandWithUkraine",Ukraine,39,82,603,2022-03-01 10:51:45.000000,1566625181111656449,2022-09-05 03:12:04,0,"#Russia - MChS Rossii flight #SUM9603 (#RA-89066) landed at Ugolny Yuri Ryktheu Airport at 9/5/2022, 3:12:04 AM
https://t.co/Gzi1adhOXr https://t.co/7dPShKJH5u","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'SUM9603', 'indices': [29, 37]}, {'text': 'RA', 'indices': [39, 42]}]",da,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 08:45:56.500840
2561,1498611918118035456,RussianPlanes,"Bot account tracking Russian Oligarch and Russian Government planes from ADS-B Data.

Data from https://t.co/x2SdagjaAX
#StandWithUkraine",Ukraine,39,82,603,2022-03-01 10:51:45.000000,1566625182650867713,2022-09-05 03:12:04,0,"#Russia - MChS Rossii flight #SUM9603 (#RA-89066) landed at Ugolny Yuri Ryktheu Airport at 9/5/2022, 3:12:04 AM
https://t.co/Gzi1adhOXr https://t.co/PWMqbk2V58","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'SUM9603', 'indices': [29, 37]}, {'text': 'RA', 'indices': [39, 42]}]",da,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 08:45:56.488658
2710,871684621985099776,rkravets_ua,"🇺🇦 Адвокат. Телеграм👉https://t.co/6GDPmCrc9F Слідкуйте за правом ✍@knpartners, @antiraid, @UIFL_union #Ukrainе #Україна Instagram👉https://t.co/kgV3smi21Y",Kyiv,815,1774,22057,2017-06-05 11:06:23.000000,1566627734494842882,2022-09-05 03:22:13,0,"💙💛Цитати дня солов'їною

#Підписатись 👉 https://t.co/phm3kfMcvl

#Адвокат 👉 https://t.co/Hyh0Z67Gcd 👉 https://t.co/yJFi3YTfAU #knpartners #РостиславКравець #antiraid #uifl #юрист #madeinukraine #ukraine #quotes #citation #photoquote #цитати #цитатидня #цейдень #україна #S… https://t.co/xkpwhqMBFX","[{'text': 'Підписатись', 'indices': [25, 37]}, {'text': 'Адвокат', 'indices': [65, 73]}, {'text': 'knpartners', 'indices': [126, 137]}, {'text': 'РостиславКравець', 'indices': [138, 155]}, {'text': 'antiraid', 'indices': [156, 165]}, {'text': 'uifl', 'indices': [166, 171]}, {'text': 'юрист', 'indices': [172, 178]}, {'text': 'madeinukraine', 'indices': [179, 193]}, {'text': 'ukraine', 'indices': [194, 202]}, {'text': 'quotes', 'indices': [203, 210]}, {'text': 'citation', 'indices': [211, 220]}, {'text': 'photoquote', 'indices': [221, 232]}, {'text': 'цитати', 'indices': [233, 240]}, {'text': 'цитатидня', 'indices': [241, 251]}, {'text': 'цейдень', 'indices': [252, 260]}, {'text': 'україна', 'indices': [261, 269]}, {'text': 'S', 'indices': [270, 272]}]",uk,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 07:08:18.912466
2714,1247611647167995905,AgunaBf,Благодійний фонд АГУНА. Фейсбук👉https://t.co/dwqvqzE18p,Kyiv,9,7,345,2020-04-07 19:47:20.000000,1566627780665741313,2022-09-05 03:22:24,0,"💙💛Цитати дня солов'їною

#Підписатись 👉 https://t.co/FBTzo3RzgF

#Адвокат 👉 https://t.co/KKpmlCroUS 👉 https://t.co/H74J9iKfSn #knpartners #РостиславКравець #antiraid #uifl #юрист #madeinukraine #ukraine #quotes #citation #photoquote #цитати #цитатидня #цейдень #україна #S… https://t.co/Y47vzKEkyC","[{'text': 'Підписатись', 'indices': [25, 37]}, {'text': 'Адвокат', 'indices': [65, 73]}, {'text': 'knpartners', 'indices': [126, 137]}, {'text': 'РостиславКравець', 'indices': [138, 155]}, {'text': 'antiraid', 'indices': [156, 165]}, {'text': 'uifl', 'indices': [166, 171]}, {'text': 'юрист', 'indices': [172, 178]}, {'text': 'madeinukraine', 'indices': [179, 193]}, {'text': 'ukraine', 'indices': [194, 202]}, {'text': 'quotes', 'indices': [203, 210]}, {'text': 'citation', 'indices': [211, 220]}, {'text': 'photoquote', 'indices': [221, 232]}, {'text': 'цитати', 'indices': [233, 240]}, {'text': 'цитатидня', 'indices': [241, 251]}, {'text': 'цейдень', 'indices': [252, 260]}, {'text': 'україна', 'indices': [261, 269]}, {'text': 'S', 'indices': [270, 272]}]",uk,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 07:08:18.864199
2716,871684621985099776,rkravets_ua,"🇺🇦 Адвокат. Телеграм👉https://t.co/6GDPmCrc9F Слідкуйте за правом ✍@knpartners, @antiraid, @UIFL_union #Ukrainе #Україна Instagram👉https://t.co/kgV3smi21Y",Kyiv,815,1774,22057,2017-06-05 11:06:23.000000,1566627791927492611,2022-09-05 03:22:26,0,"💙💛Цитати дня солов'їною

#Підписатись 👉 https://t.co/phm3kfMcvl

#Адвокат 👉 https://t.co/Hyh0Z67Gcd 👉 https://t.co/yJFi3YTfAU #knpartners #РостиславКравець #antiraid #uifl #юрист #madeinukraine #ukraine #quotes #citation #photoquote #цитати #цитатидня #цейдень #україна #S… https://t.co/j8ORsvCo8g","[{'text': 'Підписатись', 'indices': [25, 37]}, {'text': 'Адвокат', 'indices': [65, 73]}, {'text': 'knpartners', 'indices': [126, 137]}, {'text': 'РостиславКравець', 'indices': [138, 155]}, {'text': 'antiraid', 'indices': [156, 165]}, {'text': 'uifl', 'indices': [166, 171]}, {'text': 'юрист', 'indices': [172, 178]}, {'text': 'madeinukraine', 'indices': [179, 193]}, {'text': 'ukraine', 'indices': [194, 202]}, {'text': 'quotes', 'indices': [203, 210]}, {'text': 'citation', 'indices': [211, 220]}, {'text': 'photoquote', 'indices': [221, 232]}, {'text': 'цитати', 'indices': [233, 240]}, {'text': 'цитатидня', 'indices': [241, 251]}, {'text': 'цейдень', 'indices': [252, 260]}, {'text': 'україна', 'indices': [261, 269]}, {'text': 'S', 'indices': [270, 272]}]",uk,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 07:08:18.839651
2720,1247611647167995905,AgunaBf,Благодійний фонд АГУНА. Фейсбук👉https://t.co/dwqvqzE18p,Kyiv,9,7,345,2020-04-07 19:47:20.000000,1566627834797457408,2022-09-05 03:22:37,0,"💙💛Цитати дня солов'їною

#Підписатись 👉 https://t.co/FBTzo3RzgF

#Адвокат 👉 https://t.co/KKpmlCroUS 👉 https://t.co/H74J9iKfSn #knpartners #РостиславКравець #antiraid #uifl #юрист #madeinukraine #ukraine #quotes #citation #photoquote #цитати #цитатидня #цейдень #україна #S… https://t.co/bK5vdWkbdr","[{'text': 'Підписатись', 'indices': [25, 37]}, {'text': 'Адвокат', 'indices': [65, 73]}, {'text': 'knpartners', 'indices': [126, 137]}, {'text': 'РостиславКравець', 'indices': [138, 155]}, {'text': 'antiraid', 'indices': [156, 165]}, {'text': 'uifl', 'indices': [166, 171]}, {'text': 'юрист', 'indices': [172, 178]}, {'text': 'madeinukraine', 'indices': [179, 193]}, {'text': 'ukraine', 'indices': [194, 202]}, {'text': 'quotes', 'indices': [203, 210]}, {'text': 'citation', 'indices': [211, 220]}, {'text': 'photoquote', 'indices': [221, 232]}, {'text': 'цитати', 'indices': [233, 240]}, {'text': 'цитатидня', 'indices': [241, 251]}, {'text': 'цейдень', 'indices': [252, 260]}, {'text': 'україна', 'indices': [261, 269]}, {'text': 'S', 'indices': [270, 272]}]",uk,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 07:08:18.791015
2809,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566629423557795841,2022-09-05 03:28:55,0,@SenBillCassidy Ukraine urgently needs 20 more #HIMARS launchers,"[{'text': 'HIMARS', 'indices': [47, 54]}]",en,,0,False,0,0,,1566610298009698304,1017500185356853248,SenBillCassidy,False,0,0,,2022-09-05 09:01:53.481785
2868,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566630446582190080,2022-09-05 03:32:59,0,@brettmartel Ukraine urgently needs 20 more #HIMARS launchers,"[{'text': 'HIMARS', 'indices': [44, 51]}]",en,,0,False,0,0,,1566574583792259072,34634221,brettmartel,False,0,0,,2022-09-05 09:01:53.145543
3098,463237907,amiliamp,"@ChelseaFC huge fan, coffee business adviser🇺🇦🇪🇺 ❗️❗️❗️SUPPORT UKRAINIAN ARMED FORCES👇🏻👇🏻👇🏻",Ukraine,170,277,44550,2012-01-13 21:53:32.000000,1566635111264706561,2022-09-05 03:51:31,0,"Подивившись зараз на погоду, я усвідомив, шо краще вже не буде та увімкнув теплу підлогу.",[],uk,,2,False,0,0,,0,0,,False,0,0,,2022-09-05 14:34:09.559104
3282,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566639006615572481,2022-09-05 04:07:00,0,@SenGaryPeters @WJMN_Local3 Please send 20 more #HIMARS to Ukraine. Urgently,"[{'text': 'HIMARS', 'indices': [48, 55]}]",en,,0,False,0,0,,1566506738278453248,236511574,SenGaryPeters,False,0,0,,2022-09-05 09:01:46.729335
3387,725621830837501952,UAarmy_animals,We fight for freedom and for Ukraine. For donates PayPal: vitaliys007@gmail.com,Kyiv,291,70078,2339,2016-04-28 09:45:00.000000,1566641036629270530,2022-09-05 04:15:04,309,😇😇😇 https://t.co/fhVPRR2gbf,[],und,,5472,False,0,0,,0,0,,False,0,0,,2022-09-05 14:49:12.130797
3513,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566643332817862657,2022-09-05 04:24:12,0,@MarshaBlackburn Ukraine urgently needs 20 more #HIMARS launchers,"[{'text': 'HIMARS', 'indices': [48, 55]}]",en,,0,False,0,0,,1566552178193584128,278145569,MarshaBlackburn,False,0,0,,2022-09-05 09:01:42.512362
3527,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566643501336563712,2022-09-05 04:24:52,0,@MarshaBlackburn Please send 20 more #HIMARS to Ukraine. Urgently,"[{'text': 'HIMARS', 'indices': [37, 44]}]",en,,0,False,0,0,,1566502416090005504,278145569,MarshaBlackburn,False,0,0,,2022-09-05 09:01:41.860031
3537,1555517943848779776,BNNRussia,"Founded by @gchahal, @BNNRussia is part of @BNNBreaking, a global news network, providing breaking news, data modeling & research in over 200 markets.",Moscow,514,588,792,2022-08-05 11:36:08.000000,1566643620718862336,2022-09-05 04:25:20,2,BREAKING: #Washington has decided not to prohibit all #Russian visas as retaliation for Russia's actions in #Ukraine. https://t.co/IZDz5Ayjwk,"[{'text': 'Washington', 'indices': [10, 21]}, {'text': 'Russian', 'indices': [54, 62]}, {'text': 'Ukraine', 'indices': [108, 116]}]",en,,4,False,0,0,,0,0,,False,0,0,,2022-09-05 09:01:41.544300
3566,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,95,6941,2015-01-07 21:56:15.000000,1566644144231092226,2022-09-05 04:27:25,1,"@SenatorHagerty @PiedmontLithium Thank you for support, but we need 20 more #HIMARS here","[{'text': 'HIMARS', 'indices': [76, 83]}]",en,,0,False,0,0,,1566610672032653312,1346873610875654144,SenatorHagerty,False,0,0,,2022-09-05 09:01:41.436658
3620,150755958,Ninichuk_Andrey,"Многогранен...
Мечтатель, путешественник, фотограф... SWIFT code: AVALUAUK
$
UA343808050000000262074936608 
€
UA883808050000000262005375869
₴
5375414110663910",Kiev,94,42,2547,2010-06-01 18:57:15.000000,1566644972434214912,2022-09-05 04:30:42,0,"В истории уже есть пример того как с одним диктатором #Hitler уже пытались договориться и в результате получили 3 мировую войну.Почему вы не учитесь на ошибках прошлого? 
Россия открыто заявляет, что собирается захватить или уничтожить весь мир. Или нужно чтобы это сказал #putin? https://t.co/82Xm5apu7a","[{'text': 'Hitler', 'indices': [54, 61]}, {'text': 'putin', 'indices': [273, 279]}]",ru,,1,False,0,0,,1566644184789958656,150755958,Ninichuk_Andrey,False,0,0,,2022-09-05 10:01:06.387927
3695,150755958,Ninichuk_Andrey,"Многогранен...
Мечтатель, путешественник, фотограф... SWIFT code: AVALUAUK
$
UA343808050000000262074936608 
€
UA883808050000000262005375869
₴
5375414110663910",Kiev,94,42,2547,2010-06-01 18:57:15.000000,1566646336396693505,2022-09-05 04:36:08,0,"Русские несут с собой злобу, зависть и лицемерие.
Вы скажите не все... ну давайте сыграем в русскую рулетку где в барабане 4 из 5 патронов. 
Их с детства учат что запад это зло, они вырастают в такой токсичной среде.Русские никогда не изменятся где бы они не жили. 
#russian #ruso https://t.co/3q1lKRkqjq","[{'text': 'russian', 'indices': [266, 274]}, {'text': 'ruso', 'indices': [275, 280]}]",ru,,0,False,0,0,,1566644972434214912,150755958,Ninichuk_Andrey,False,0,0,,2022-09-05 10:31:16.385127
3700,1519335494030606337,Hateputin2,,Ukraine,0,2,130,2022-04-27 15:19:57.000000,1566646465983762434,2022-09-05 04:36:39,0,"Путін ще не здох?
************************
Putin still not dead?

#RussiaTerroristState #Ukraine #UkraineRussianWar","[{'text': 'RussiaTerroristState', 'indices': [66, 87]}, {'text': 'Ukraine', 'indices': [88, 96]}, {'text': 'UkraineRussianWar', 'indices': [97, 115]}]",und,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 13:03:19.029124
3720,158639340,Drudyak,Support Ukraine. We will do the rest. Реквізити👇,Kyiv,841,714,18432,2010-06-23 06:11:51.000000,1566646761397125120,2022-09-05 04:37:49,0,@nensi_mur Тримайтесь,[],ru,,0,False,0,0,,1566637083401281536,3058522388,nensi_mur,False,0,0,,2022-09-05 14:49:10.398287
3725,158639340,Drudyak,Support Ukraine. We will do the rest. Реквізити👇,Kyiv,841,714,18432,2010-06-23 06:11:51.000000,1566646894520057858,2022-09-05 04:38:21,0,@shutafrontdoor Мої вітання!💕,[],uk,,1,False,0,0,,1566521161118269440,110438701,shutafrontdoor,False,0,0,,2022-09-05 14:49:10.360732
3760,158639340,Drudyak,Support Ukraine. We will do the rest. Реквізити👇,Kyiv,841,714,18432,2010-06-23 06:11:51.000000,1566647474978230274,2022-09-05 04:40:39,0,@dennydov @Natanelaaa А які топ три чоловічі парфуми?),[],uk,,0,False,0,0,,1566083174056206336,22390494,dennydov,False,0,0,,2022-09-05 14:49:10.309022
3826,1271724746451963905,galcpmedia,"went through russian occupation...becoming a volunteer..
starting charity project:
support refugees whose life depends on medication. PayPal: suasfund@gmail.com",Ukraine,4,151,651,2020-06-13 08:43:23.000000,1566648688356855808,2022-09-05 04:45:28,0,"Ukrainian UAV #Bayraktar destroyed #russian short-range surface-to-air missile system Tor-1M SA-15 ""Gauntlet"" that should down our Bayraktar on approach😯. Seems American anti-radiation missiles AGM-88 #HARM made russian Air Defence HARMless🙂 https://t.co/YAUM3CF1dm","[{'text': 'Bayraktar', 'indices': [14, 24]}, {'text': 'russian', 'indices': [35, 43]}, {'text': 'HARM', 'indices': [201, 206]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 10:31:15.006305
3850,158639340,Drudyak,Support Ukraine. We will do the rest. Реквізити👇,Kyiv,841,714,18432,2010-06-23 06:11:51.000000,1566649034386841600,2022-09-05 04:46:51,0,@nesumuyte Зате з такою кількістю компромату @manevskayav вже може йти на вибори і гарантовано отримати потрібну кількість голосів,[],uk,,0,False,0,0,,1566646779487174656,1402730368021766144,nesumuyte,False,0,0,,2022-09-05 14:49:10.170558
3867,202724621,sxe_deathcore,,Ukraine,159,34,461,2010-10-14 17:48:13.000000,1566649158865489920,2022-09-05 04:47:21,0,"@Funtik_corp @5takdesign @muesliinservant @DNIWE @dennydov Значно менша, ніж та, що не проти мати 5-6 років гарантованих оновлень. Але ж і користувачів торрента на мобільному телефоні я далеко не кожен день зустрічаю",[],uk,,1,False,0,0,,1566629438107914240,1492283586,Funtik_corp,False,0,0,,2022-09-05 14:49:10.157747
3986,1497024001314590725,With__Ukraine,24/7 updates on the Russian invasion of Ukraine. Trusted sources. Volunteer news organization. #StandWithUkraine,Ukraine,60,12217,12442,2022-02-25 01:41:59.000000,1566651122277928960,2022-09-05 04:55:09,3,"❗️In #Kherson Oblast, the occupation authorities threaten relatives of heads of educational institutions when teachers refuse to work according to the Russian program - reported by the Deputy Chairman of the Kherson Regional Council, Yuriy Sobolevskyi.","[{'text': 'Kherson', 'indices': [5, 13]}]",en,,8,False,0,0,,0,0,,False,0,0,,2022-09-05 09:55:41.790968
